"RwID","SOATO_U","UKRNAME","RUSNAME","ENGNAME","SETTLTYPE","ZONE","NewFittedZone","REGION","DISTRICT","c25_gr1"
257,"7424781507","Селище","Селище","Selyshche","село",0,0,"Чернiгiвська","Семенiвський",48.16
258,"7424785006","Тополівка","Тополевка","Topolivka","село",0,0,"Чернiгiвська","Семенiвський",48.64
259,"5925383701","Коротченкове","Коротченково","Korotchenkove","село",0,0,"Сумська","Шосткинський",11.9
260,"7424781504","Довжик","Должик","Dovzhyk","село",0,0,"Чернiгiвська","Семенiвський",43.43
261,"7421484803","Карпівка","Карповка","Karpivka","село",0,0,"Чернiгiвська","Городнянський",25.96
262,"7423685804","Фаївка","Фаевка","Faivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",47.9
263,"5925655700","Свеса","Свесса","Svesa","смт",0,0,"Сумська","Ямпiльський",11.4
264,"7424455400","Добрянка","Добрянка","Dobrianka","смт",0,0,"Чернiгiвська","Рiпкинський",24.81
265,"7424482001","Горностаївка","Горностаевка","Hornostaivka","село",0,0,"Чернiгiвська","Рiпкинський",25.88
266,"7423684301","Кірове","Кирово","Kirove","село",0,0,"Чернiгiвська","Новгород-Сiверський",75.83
267,"7421482401","Володимирівка","Владимировка","Volodymyrivka","село",0,0,"Чернiгiвська","Городнянський",29.8
268,"7421486801","Мощенка","Мощенка","Moshchenka","село",0,0,"Чернiгiвська","Городнянський",30.6
269,"7423685001","Комань","Комань","Koman'","село",0,0,"Чернiгiвська","Новгород-Сiверський",47.7
270,"7423685802","Бугринівка","Бугриновка","Buhrynivka","село",0,0,"Чернiгiвська","Новгород-Сiверський",49.67
271,"7421485603","Рубіж","Рубеж","Rubizh","селище",0,0,"Чернiгiвська","Городнянський",35.65
272,"7424486409","Скиток","Скиток","Skytok","село",0,0,"Чернiгiвська","Рiпкинський",11.85
273,"7425881501","Єліне","Елино","Yeline","село",0,0,"Чернiгiвська","Щорський",37.43
274,"5925683501","Паліївка","Палиевка","Paliivka","село",0,0,"Сумська","Ямпiльський",10.1
275,"7425881503","Містки","Мостки","Mistky","село",0,0,"Чернiгiвська","Щорський",41.22
276,"5925681503","Гирине","Гирино","Hyryne","село",0,0,"Сумська","Ямпiльський",10.8
277,"7424781508","Турове","Турово","Turove","село",0,0,"Чернiгiвська","Семенiвський",44.35
278,"5925681502","Веселий Гай","Веселый Гай","Veselyi Hai","село",0,0,"Сумська","Ямпiльський",11.4
279,"7421485602","Мальча","Мальча","Mal'cha","село",0,0,"Чернiгiвська","Городнянський",32.75
280,"7425881001","Гірськ","Горск","Hirs'k","село",0,0,"Чернiгiвська","Щорський",36.42
281,"7424781503","Вільхівка","Ольховка","Vil'khivka","село",0,0,"Чернiгiвська","Семенiвський",43.7
282,"7421484801","Ільмівка","Ильмовка","Il'mivka","село",0,0,"Чернiгiвська","Городнянський",26.41
283,"7423685005","Чулатів","Чулатов","Chulativ","село",0,0,"Чернiгiвська","Новгород-Сiверський",46.75
284,"7423685002","Араповичі","Араповичи","Arapovychi","село",0,0,"Чернiгiвська","Новгород-Сiверський",49.75
285,"7421481602","Барабанівське","Барабановское","Barabanivs'ke","село",0,0,"Чернiгiвська","Городнянський",25.99
286,"7425882002","Піщанка","Песчанка","Pishchanka","село",0,0,"Чернiгiвська","Щорський",38.34
287,"5925655107","Прудище","Прудище","Prudyshche","село",0,0,"Сумська","Ямпiльський",10.9
288,"7424486403","Киселівка","Киселевка","Kyselivka","село",0,0,"Чернiгiвська","Рiпкинський",10.98
289,"5925683003","Шевченкове","Шевченково","Shevchenkove","село",0,0,"Сумська","Ямпiльський",11
290,"7421480401","Андріївка","Андреевка","Andriivka","село",0,0,"Чернiгiвська","Городнянський",27.51
291,"5925683002","Ржане","Ржаное","Rzhane","село",0,0,"Сумська","Ямпiльський",10.4
292,"5925655105","Октябрщина","Октябрьщина","Oktiabrshchyna","село",0,0,"Сумська","Ямпiльський",10.6
293,"7423682802","Путивськ","Путивск","Putyvs'k","село",0,0,"Чернiгiвська","Новгород-Сiверський",61.56
294,"7421486802","Гасичівка","Гасичевка","Hasychivka","село",0,0,"Чернiгiвська","Городнянський",36.19
295,"7421488801","Хоробичі","Хоробичи","Khorobychi","село",0,0,"Чернiгiвська","Городнянський",36.2
296,"5925655102","Івотка","Ивотка","Ivotka","село",0,0,"Сумська","Ямпiльський",11.5
297,"5925681505","Степанівка","Степановка","Stepanivka","село",0,0,"Сумська","Ямпiльський",11
298,"7425881250","Гуто-Студенецька","Гута-Студенецкая","Huto-Studenets'ka","село",0,0,"Чернiгiвська","Щорський",48.01
299,"7421480405","Старосілля","Староселье","Starosillia","село",0,0,"Чернiгiвська","Городнянський",30.49
300,"7424486410","Старі Яриловичі","Старые Ярыловичи","Stari Yarylovychi","село",0,0,"Чернiгiвська","Рiпкинський",14.78
301,"7421480402","Автуничі","Автуничи","Avtunychi","село",0,0,"Чернiгiвська","Городнянський",28.69
302,"5921589003","Муравейня","Муравейня","Muraveinia","село",0,0,"Сумська","Глухiвський",11.4
303,"7422489602","Рудня","Рудня","Rudnia","село",0,0,"Чернiгiвська","Корюкiвський",40.4
304,"7421484806","Світанок","Свитанок","Svitanok","село",0,0,"Чернiгiвська","Городнянський",32.55
305,"7423680402","Полянське","Полянское","Polians'ke","село",0,0,"Чернiгiвська","Новгород-Сiверський",50.48
306,"7424786009","Шведчина","Шведчина","Shvedchyna","село",0,0,"Чернiгiвська","Семенiвський",46.8
307,"7424482004","Чижівка","Чижовка","Chyzhivka","село",0,0,"Чернiгiвська","Рiпкинський",20.88
308,"5925682501","Микитівка","Никитовка","Mykytivka","село",0,0,"Сумська","Ямпiльський",10.8
309,"5925681501","Княжичі","Княжичи","Kniazhychi","село",0,0,"Сумська","Ямпiльський",10.8
310,"7423685003","Дробишів","Дробышев","Drobyshiv","село",0,0,"Чернiгiвська","Новгород-Сiверський",54.38
311,"7423682801","Горбове","Горбово","Horbove","село",0,0,"Чернiгiвська","Новгород-Сiверський",76.54
312,"7424785097","Трудове","Трудовое","Trudove","селище",0,0,"Чернiгiвська","Семенiвський",26
313,"5925655106","Привокзальне","Привокзальное","Pryvokzal'ne","селище",0,0,"Сумська","Ямпiльський",9.9
314,"7424786005","Жаданівка","Жадановка","Zhadanivka","село",0,0,"Чернiгiвська","Семенiвський",47.67
315,"7421481601","Ваганичі","Ваганичи","Vahanychi","село",0,0,"Чернiгiвська","Городнянський",34.59
